Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
390,Patty Mills,36,LAC,PG,5,0,26,4.2,12.5,0.336,4.2,12.5,0.336,0,0,0,0.504,1.4,2.8,0.5,0,0,0,4.2,1.4,0,1.4,8.3,13.8
391,Jamal Cain,25,NOP,SF,24,0,285,3.5,8.8,0.398,1.5,5.2,0.288,2,3.7,0.541,0.483,1.6,2.5,0.64,2.4,4,6.4,1.8,1.5,0.9,1.3,3.2,10.2
392,Terrence Shannon Jr.,24,MIN,SG,24,1,282,6.5,13.4,0.485,1.1,3.4,0.324,5.4,10,0.54,0.526,2.2,2.7,0.815,1.3,3.8,5.1,3.4,0.8,0.6,1.7,2.6,16.3
393,Cory Joseph,33,ORL,PG,35,1,278,3.4,9.3,0.366,2.3,6.7,0.343,1,2.6,0.385,0.489,0.5,0.8,0.625,0.8,2.7,3.5,4,1.6,0.4,1.6,2.8,9.6
394,Doug McDermott,33,SAC,SF,34,3,277,4.9,11.4,0.43,4.3,9.7,0.443,0.6,1.7,0.353,0.618,0.4,0.6,0.667,0.3,2.1,2.3,0.5,0.5,0.3,0.8,3.5,14.6
395,Jarred Vanderbilt,25,LAL,PF,17,0,269,3.6,7.4,0.486,0.9,2.8,0.321,2.7,4.6,0.587,0.547,1.2,2.4,0.5,4.3,8,12.3,2.4,2.3,0.8,1.3,4.1,9.4
396,Dru Smith,27,MIA,SG,14,1,268,4.2,8.2,0.512,2.1,4,0.525,2,4.2,0.476,0.64,1.2,1.6,0.75,1.6,3.2,4.8,3.1,2.8,0.8,2.3,4,11.7
397,Elfrid Payton,30,2TM,PG,13,5,267,3.5,9,0.389,0,0.1,0,3.5,8.9,0.393,0.389,0.1,0.3,0.333,0.8,4.2,5,9.2,2.2,0.8,3.6,3,7.1
397,Elfrid Payton,30,NOP,PG,7,3,144,5.7,11.5,0.496,0,0.2,0,5.7,11.3,0.504,0.496,0.2,0.5,0.4,1.2,4.7,6,12,2.5,0.7,5,2.5,11.7
397,Elfrid Payton,30,CHO,PG,6,2,123,0.9,6.1,0.148,0,0,0,0.9,6.1,0.148,0.148,0,0,0,0.3,3.5,3.8,5.9,1.8,0.9,2,3.5,1.8
398,Isaiah Wong,24,CHO,SG,20,0,265,5.6,14.3,0.392,1.8,4.5,0.4,3.8,9.8,0.388,0.455,3.4,4.6,0.739,1.9,2.4,4.3,3.8,1.5,0,2.4,2.9,16.3
399,Jeff Green,38,HOU,PF,21,2,262,5.9,11.4,0.518,2.2,6.7,0.328,3.7,4.7,0.787,0.614,2.1,2.5,0.84,1.1,3.6,4.7,1.2,0.7,0.4,0.8,2.7,16.1
400,Quenton Jackson,26,IND,PG,18,7,254,5.5,10.8,0.509,1.3,3.4,0.382,4.3,7.4,0.581,0.569,2.1,3,0.7,1.4,2.4,3.8,4.4,1.3,0.7,1.6,4.5,14.5
401,Johnny Furphy,20,IND,SG,39,0,253,3,8.3,0.361,1.6,4.7,0.34,1.4,3.6,0.389,0.458,1.3,1.3,1,2.4,3.3,5.7,1.4,1.4,1.1,1.3,3.8,8.8
402,Dante Exum,29,DAL,PG,13,8,249,6.2,13.3,0.466,2,4.9,0.408,4.2,8.4,0.5,0.541,2.9,4,0.725,0.3,2.7,3,6.2,1.4,0.4,2.3,2.9,17.3
403,Christian Koloko,24,LAL,C,29,0,246,4.1,6.3,0.651,0,0.3,0,4.1,6,0.683,0.651,1,1.2,0.833,4.1,5.3,9.4,1.8,1,1.2,1,4.5,9.2
404,Johnny Davis,22,WAS,SG,34,0,242,4.8,11.6,0.414,1,4.3,0.233,3.7,7.3,0.507,0.457,1.3,2.2,0.591,1.5,4.2,5.7,1.6,2.2,0.9,1,2.7,11.9
405,Kai Jones,24,2TM,C,29,0,242,5.2,6.8,0.765,0,0.3,0,5.2,6.5,0.8,0.765,1.8,2.4,0.75,2.5,5.5,8,1.5,0.9,2.1,1.6,3.7,12.2
405,Kai Jones,24,LAC,C,28,0,208,4.5,6.2,0.726,0,0.3,0,4.5,5.9,0.763,0.726,1.6,2.1,0.762,2.6,5.4,8,1.7,1,2.3,1.7,4,10.6
405,Kai Jones,24,DAL,C,1,0,34,9.5,10.6,0.896,0,0,0,9.5,10.6,0.896,0.896,3.2,4.2,0.762,2.1,6.4,8.5,0,0,1.1,1.1,2.1,22.2
406,Kevin Love,36,MIA,PF,21,8,236,5.9,16.9,0.349,3.4,9.8,0.347,2.6,7.2,0.361,0.45,2.4,3.5,0.686,3.2,10.8,14,3.2,2.3,0.6,2.1,2.9,17.7
407,Tristan Thompson,33,CLE,C,32,0,234,3.4,7.7,0.442,0,0.5,0,3.4,7.2,0.472,0.442,0.8,3.4,0.235,3.2,10.6,13.8,3.2,0.2,1.2,1.7,4.2,7.5
408,Mouhamed Gueye,22,ATL,PF,15,11,234,5.5,13.1,0.42,1.5,6.8,0.221,4,6.3,0.635,0.477,1.2,1.7,0.706,1.7,6,7.7,1.4,2.3,2.2,0.9,3.5,13.8
409,Josh Minott,22,MIN,SF,36,0,230,5,11.3,0.442,1.1,5,0.22,3.9,6.3,0.619,0.491,1.7,2,0.85,1.4,4.4,5.8,2.2,1.9,1.7,1.3,4.4,12.8
410,Isaac Jones,24,SAC,PF,26,0,227,6.5,9.7,0.67,0.2,0.6,0.333,6.3,9,0.7,0.68,2.2,4.1,0.537,2.2,3.8,6,1.3,0.5,1.3,1.9,4.1,15.4
411,Jevon Carter,29,CHI,PG,29,0,225,5.9,15,0.393,3.8,10.9,0.349,2.1,4.2,0.5,0.52,1.3,1.6,0.813,0.3,4.2,4.5,4.8,1.4,0.3,1.4,1.8,17
412,Bones Hyland,24,LAC,PG,20,0,222,7.3,18.6,0.392,5,13,0.385,2.3,5.7,0.404,0.527,3.7,4.2,0.881,0.8,3.1,3.9,4.5,2.9,0.6,3.9,4.2,23.4
413,Anthony Gill,32,WAS,PF,39,0,218,3.8,7.4,0.514,1,2.6,0.385,2.8,4.8,0.583,0.581,3.1,5,0.62,1,4.3,5.3,1.2,1,0.3,1,3,11.7
414,Ariel Hukporti,22,NYK,C,25,1,217,3.5,5.1,0.686,0,0,0,3.5,5.1,0.686,0.686,1,2.2,0.455,2.3,6.1,8.5,1.8,0.2,2.5,3.5,5.3,8
415,Vince Williams Jr.,24,MEM,SG,12,1,213,5.7,13.7,0.416,1.9,6.8,0.279,3.9,6.9,0.565,0.485,1.9,2.7,0.704,2,5.4,7.4,4.2,1.2,0.3,3.2,3.9,15.2
416,Kobe Brown,25,LAC,PF,27,0,209,4.8,10.2,0.471,0.7,3.4,0.206,4.1,6.7,0.612,0.505,0.7,0.9,0.778,2.9,6.2,9.1,2.9,0.7,0.5,1.2,2.8,11
417,Jaden Springer,22,2TM,SG,32,0,208,3.3,8.5,0.388,1.6,4.5,0.356,1.7,4,0.425,0.482,3.3,4.7,0.702,1.2,4.2,5.4,3.3,2.6,0.3,1.6,4,11.4
417,Jaden Springer,22,BOS,SG,26,0,141,3.1,8.7,0.356,1.5,4.9,0.306,1.5,3.8,0.395,0.443,3.8,5.4,0.704,1,5.1,6.1,2.6,3.1,0.3,1,4.3,11.5
417,Jaden Springer,22,UTA,PG,6,0,67,3.8,8.1,0.469,1.6,3.8,0.421,2.1,4.3,0.488,0.568,2.1,3.2,0.656,1.6,2.1,3.8,4.8,1.6,0.5,2.7,3.2,11.3
418,Xavier Tillman Sr.,26,BOS,C,29,1,207,2.1,8,0.263,0.9,4.7,0.191,1.2,3.3,0.364,0.319,0.2,0.3,0.667,1.6,5,6.6,1.2,1.6,0.9,2.1,2.8,5.2
419,Brandon Williams,25,DAL,PG,21,0,206,5.6,12.4,0.452,1.7,4.7,0.362,3.8,7.7,0.494,0.52,2.6,3.3,0.788,0.3,3.3,3.7,5.4,1.2,0.3,2.8,2.4,15.6
420,Pat Spencer,28,GSW,PG,29,0,203,5.9,14.9,0.396,0.4,3,0.133,5.5,11.9,0.462,0.409,2,2.7,0.741,2.7,4.8,7.4,6.7,2,0.5,2.5,2.8,14
421,Dario Šarić,30,DEN,C,15,4,203,3.4,9.9,0.343,1.2,4.6,0.261,2.1,5.3,0.396,0.404,1.2,1.8,0.667,2.5,6.2,8.7,3.9,1.2,0.2,2.5,3.2,9.2
422,Jordan McLaughlin,28,2TM,PG,33,0,202,3.2,8.2,0.39,2,4.8,0.417,1.2,3.4,0.353,0.512,2.1,3,0.7,0.7,3,3.7,5.5,2.1,0,2,2.5,10.5
422,Jordan McLaughlin,28,SAC,PG,28,0,190,3,8.3,0.361,1.9,4.9,0.388,1.1,3.4,0.324,0.476,2.1,3,0.7,0.8,3.2,4,4.5,2.1,0,2.1,2.5,10
422,Jordan McLaughlin,28,SAS,PG,5,0,12,6,6,1,3,3,1,3,3,1,1.25,3,3,1,0,0,0,21,3,0,0,3,18
423,Duop Reath,28,POR,C,31,0,198,5.6,13.1,0.427,2.9,8.9,0.326,2.7,4.2,0.643,0.538,1.8,2.2,0.818,2.2,4.7,6.9,1.8,0.5,1.1,1.5,3.3,16
424,Damion Baugh,24,CHO,SG,8,0,198,4,11.8,0.339,1.3,6,0.217,2.7,5.8,0.466,0.394,1.6,1.8,0.889,1.1,2.9,4,5.5,2.4,0.2,2.5,2.2,10.9
425,Tristan Vukcevic,21,WAS,C,20,0,186,7.7,15.9,0.484,2.5,7.9,0.316,5.2,7.9,0.658,0.563,3.9,5,0.78,2.3,7.9,10.3,3.1,1,1.4,2.9,4.5,21.9
426,Luka Garza,26,MIN,C,30,0,185,8,16.7,0.479,1.4,5.8,0.241,6.6,10.9,0.606,0.521,3.7,5.6,0.661,5.6,3.7,9.3,1.6,1.2,0.6,1.9,5.3,21
427,Marvin Bagley III,25,2TM,PF,21,1,183,7.7,14.4,0.535,0.6,2.4,0.25,7.1,12,0.592,0.556,3,4.5,0.667,5.3,6.1,11.4,1.4,1.4,1,2.2,2.6,18.9
427,Marvin Bagley III,25,WAS,C,19,1,166,8.2,15.4,0.532,0.4,2.2,0.182,7.8,13.2,0.591,0.545,3.3,5,0.66,5.9,6.3,12.1,1.5,1.5,1.1,2.4,2.6,20.2
427,Marvin Bagley III,25,MEM,PF,2,0,17,2.1,4.2,0.5,2.1,4.2,0.5,0,0,0,0.75,0,0,0,0,4.2,4.2,0,0,0,0,2.1,6.4
428,Torrey Craig,34,2TM,SF,15,2,175,6.2,12.5,0.496,3.9,9.3,0.419,2.3,3.3,0.697,0.652,1.2,1.6,0.75,3.3,4.3,7.6,1.6,0.4,1,0.2,4.1,17.5
428,Torrey Craig,34,CHI,SF,9,1,113,7,14.3,0.49,4.8,11.2,0.429,2.2,3.2,0.688,0.657,1,1.3,0.769,2.5,5.4,8,1.6,0.6,0.3,0,4.8,19.8
428,Torrey Craig,34,BOS,SF,6,1,62,4.6,9.3,0.495,2.3,5.8,0.397,2.3,3.5,0.657,0.618,1.7,2.3,0.739,4.6,2.3,7,1.7,0,2.3,0.6,2.9,13.4
429,Devin Carter,22,SAC,PG,18,0,168,4.7,14.1,0.333,1.9,7.1,0.268,2.8,7.1,0.394,0.401,3.2,4.3,0.744,1.5,7.3,8.8,4.5,1.1,0.6,1.7,3,14.6
430,Jaylen Nowell,25,NOP,SG,8,0,168,5.6,15.6,0.359,1.7,5.8,0.293,3.9,9.9,0.394,0.413,1.5,2.4,0.625,1.3,3,4.3,3.9,0.2,0.9,1.7,1.9,14.4
431,Killian Hayes,23,BRK,PG,6,5,162,4,9.6,0.417,1.8,4.7,0.383,2.2,4.9,0.449,0.51,2.2,2.7,0.815,1.1,2.9,4,6.9,0.9,0.9,2,2.9,12
432,Bismack Biyombo,32,SAS,C,9,8,159,5.9,9.1,0.648,0,0,0,5.9,9.1,0.648,0.648,0.7,2,0.35,3.2,8.4,11.5,2.5,1.1,2,2,4.1,12.5
433,Dominick Barlow,21,ATL,SF,19,3,153,5.6,11.5,0.487,1.2,3.3,0.364,4.5,8.2,0.549,0.539,1.4,2.4,0.583,2.1,4.9,7.1,0.9,0.9,1.6,0.5,3.1,13.9
434,Josh Richardson,31,MIA,SG,8,0,150,2.6,9.1,0.286,1.4,5.3,0.264,1.2,3.8,0.316,0.363,1,1,1,1.4,1.4,2.9,2.9,1.9,0.2,1.9,4.1,7.7
435,Drew Peterson,25,BOS,PF,18,1,149,3.1,7,0.443,2.2,5.6,0.393,1,1.4,0.714,0.6,1.4,1.7,0.824,1.2,6,7.2,3.1,1,0.5,1.4,3.1,9.9
436,Tyler Kolek,23,NYK,PG,29,0,148,4.4,11.4,0.386,2.7,6.8,0.397,1.7,4.6,0.37,0.504,1.5,1.5,1,0.5,3.2,3.6,5.4,1.7,0.2,2.2,2.9,12.9
437,Bruno Fer0ndo,26,TOR,C,17,2,147,6.4,12,0.533,0,0,0,6.4,12,0.533,0.533,1.5,2,0.75,5.1,7.3,12.5,4.4,1,2.2,3.4,6.6,14.2
438,Enrique Freeman,24,IND,PF,19,1,139,3.1,6.5,0.477,0.3,1.6,0.188,2.8,4.9,0.571,0.5,1.8,3.4,0.529,1.6,3.4,4.9,2.1,0.5,0.5,1.3,4.7,8.3
439,MarJon Beauchamp,24,2TM,SF,29,0,139,5.7,14,0.407,2.3,6.2,0.371,3.4,7.8,0.436,0.489,2.8,4.1,0.683,2.3,6.7,9.1,2.6,0.8,0.3,3.6,3.1,16.6
439,MarJon Beauchamp,24,MIL,SF,26,0,122,5.3,13.9,0.381,2.1,6.2,0.339,3.2,7.7,0.416,0.457,2.7,3.5,0.771,2.1,7.4,9.4,2.4,0.9,0.3,3.8,3,15.3
439,MarJon Beauchamp,24,LAC,SF,3,0,17,8.5,14.8,0.574,4.2,6.4,0.656,4.2,8.5,0.494,0.716,4.2,8.5,0.494,4.2,2.1,6.4,4.2,0,0,2.1,4.2,25.4
440,Elijah Harkless,24,UTA,SG,10,0,138,2.9,9.1,0.319,1.8,6.5,0.277,1,2.6,0.385,0.418,0.8,1.6,0.5,2.3,3.1,5.5,2.1,2.6,0.3,0.8,4.7,8.3
441,Jordan Goodwin,26,LAL,PG,8,0,135,5.6,10.7,0.523,1.3,4.3,0.302,4.3,6.4,0.672,0.584,0.5,0.8,0.625,3.2,4.8,8,2.1,2.7,0.5,1.6,3.2,13.1
442,Colby Jones,22,SAC,SG,24,0,130,3,7.2,0.417,1.1,2.8,0.393,1.9,4.4,0.432,0.493,0,0,0,2.2,4.2,6.4,1.9,1.7,1.9,1.9,3.6,7.2
443,Cam Spencer,24,MEM,SG,12,0,127,3.7,8.8,0.42,1.4,4.5,0.311,2.3,4.3,0.535,0.5,3.1,3.1,1,1.4,3.4,4.8,4.5,0.9,0.3,1.4,3.4,11.9
444,Lonnie Walker IV,26,PHI,SG,7,0,127,4.5,13.6,0.331,3.1,9.4,0.33,1.4,4.3,0.326,0.445,0.9,0.9,1,0.6,4,4.5,2.6,0.9,0.9,2,1.7,13
445,Kobe Bufkin,21,ATL,SG,10,0,124,5.2,13.6,0.382,1.2,5.5,0.218,4.1,8.1,0.506,0.426,3.8,5.2,0.731,1.5,4.6,6.1,4.9,0.9,0.6,2.3,2.6,15.4
446,De'Anthony Melton,26,GSW,SG,6,2,121,6.5,16.1,0.404,3.9,10.4,0.375,2.7,5.7,0.474,0.525,1.5,2.4,0.625,1.8,4.2,6,5.1,2.1,0.6,3,5.4,18.4
447,Baylor Scheierman,24,BOS,SG,16,0,119,2.7,10.3,0.262,1.2,6.7,0.179,1.5,3.6,0.417,0.32,1.5,1.8,0.833,1.2,5.7,7,3,1.2,0,0.3,2.1,8.2
448,Moses Brown,25,2TM,C,13,2,119,10.3,14.8,0.696,0,0,0,10.3,14.8,0.696,0.696,2.4,3.3,0.727,3.6,9.7,13.3,0.6,1.8,1.2,3.3,5.1,23
448,Moses Brown,25,IND,C,9,0,46,10.2,15.7,0.65,0,0,0,10.2,15.7,0.65,0.65,2.3,3.9,0.59,3.1,7,10.2,0,1.6,0.8,4.7,4.7,22.7
448,Moses Brown,25,DAL,C,4,2,73,10.4,14.3,0.727,0,0,0,10.4,14.3,0.727,0.727,2.5,3,0.833,3.9,11.3,15.3,1,2,1.5,2.5,5.4,23.2
449,Joe Ingles,37,MIN,SF,17,0,108,2,6.7,0.299,1,4.3,0.233,1,2.3,0.435,0.373,0,0,0,0.7,3,3.7,7.3,0.7,0,2.7,3.3,5
450,Branden Carlson,25,OKC,C,19,0,107,6.4,13.1,0.489,4.7,10.4,0.452,1.7,2.7,0.63,0.668,0.7,0.7,1,1.7,7.1,8.7,2,0.7,2,1,4,18.2
451,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,6.1,11.8,0.517,3.9,7.5,0.52,2.1,4.3,0.488,0.682,0.7,1.4,0.5,1.8,6.1,7.8,0.7,1.1,0.7,1.8,1.8,16.8
452,Damion Lee,32,PHO,SG,16,0,101,6.1,18.5,0.33,1.8,9.3,0.194,4.3,9.3,0.462,0.378,5.7,6.1,0.934,0.7,4.3,5,2.9,1.4,0,2.5,1.8,19.6
453,Oscar Tshiebwe,25,UTA,C,7,0,100,5.4,8.3,0.651,0,0,0,5.4,8.3,0.651,0.651,3.2,4.3,0.744,5.8,13,18.7,1.1,2.2,0,0.7,5,14
454,Adam Flagler,25,OKC,SG,24,0,95,4.9,21.2,0.231,3,17.1,0.175,1.9,4.2,0.452,0.302,0,0,0,1.1,1.9,3,0,1.9,0.8,0.4,3.4,12.9
455,Pacome Dadiet,19,NYK,SG,14,0,95,3.4,10.2,0.333,2.3,6.4,0.359,1.1,3.8,0.289,0.446,0.8,1.1,0.727,0,5.3,5.3,1.9,1.1,0.8,0.8,1.9,9.9
456,TyTy Washington Jr.,23,PHO,PG,10,0,93,4.3,13.9,0.309,1.2,7,0.171,3.1,7,0.443,0.353,1.2,1.5,0.8,1.5,3.1,4.6,4.6,1.2,0,1.2,1.2,10.8
457,Jae Crowder,34,SAC,PF,7,2,92,2.3,6.7,0.343,1.2,4.7,0.255,1.2,2,0.6,0.433,2,2.3,0.87,2.3,4.3,6.7,1.6,1.2,0,1.6,3.9,7.8
458,Collin Gillespie,25,PHO,PG,13,0,84,7.7,13.7,0.562,2.6,5.1,0.51,5.1,8.6,0.593,0.657,2.6,3,0.867,2.1,3.4,5.6,6.4,1.3,0.9,1.3,3.9,20.6
459,Isaiah Jackson,23,IND,C,5,1,84,6,9.9,0.606,0,0,0,6,9.9,0.606,0.606,3,6,0.5,4.7,7.3,12,2.1,1.3,3.4,2.1,6,15
460,Trey Alexander,21,DEN,SG,18,0,79,3.2,10.9,0.294,0.9,4.6,0.196,2.3,6.4,0.359,0.335,0.9,0.9,1,0,4.1,4.1,3.2,0.5,0.5,1.4,3.6,8.2
461,Tyler Smith,20,MIL,PF,16,0,79,7.7,15.9,0.484,3.6,9.1,0.396,4.1,6.8,0.603,0.597,0.9,1.8,0.5,1.8,7.3,9.1,1.8,0.9,1.4,2.7,3.6,20.1
462,Bronny James,20,LAL,SG,18,0,76,3.8,14.7,0.259,1.4,7.1,0.197,2.4,7.6,0.316,0.306,2.8,4.3,0.651,0.5,3.3,3.8,3.8,1.9,0.9,2.8,2.8,11.8
463,Alex Ducas,24,OKC,SG,17,0,76,3.8,10.4,0.365,3.3,7.6,0.434,0.5,2.8,0.179,0.524,0,0,0,2.4,4.7,7.1,0.9,0.9,0,1.4,3.3,10.9
464,Taylor Hendricks,21,UTA,PF,3,3,75,1.9,8.6,0.221,1.4,5.8,0.241,0.5,2.9,0.172,0.302,1.4,1.9,0.737,2.4,4.8,7.2,1,2.4,1.9,1,3.8,6.7
465,Chris Duarte,27,CHI,SG,17,0,74,5.8,12.6,0.46,2.9,7.3,0.397,2.9,5.4,0.537,0.575,2.9,3.9,0.744,2.4,7.3,9.7,4.4,0,0,0.5,3.4,17.5
466,AJ Johnson,20,2TM,SG,11,0,74,5.8,13.6,0.426,1.9,4.9,0.388,3.9,8.8,0.443,0.496,1,1.5,0.667,0,4.4,4.4,5.8,1,0,2.4,2.4,14.6
466,AJ Johnson,20,MIL,SG,7,0,44,6.5,15.5,0.419,2.5,4.1,0.61,4.1,11.5,0.357,0.5,0.8,1.6,0.5,0,5.7,5.7,5.7,0.8,0,3.3,0,16.4
466,AJ Johnson,20,WAS,SG,4,0,30,4.8,10.8,0.444,1.2,6,0.2,3.6,4.8,0.75,0.5,1.2,1.2,1,0,2.4,2.4,6,1.2,0,1.2,6,12
467,Jee0than Williams,25,HOU,SG,10,0,69,7.8,16.7,0.467,1.6,6.3,0.254,6.3,10.4,0.606,0.515,1.6,2.1,0.762,0.5,2.6,3.1,2.1,2.1,1.6,4.2,4.2,18.8
468,Matt Ryan,27,NYK,SF,19,0,68,5.3,16.4,0.323,3.2,10.1,0.317,2.1,6.4,0.328,0.421,1.1,1.1,1,0,4.2,4.2,1.6,1.1,0,1.6,0.5,14.8
469,Pete 0nce,24,PHI,C,7,0,68,2.6,7.9,0.329,2.1,6.4,0.328,0.5,1.6,0.313,0.462,0.5,1.1,0.455,1.1,4.2,5.3,1.6,0.5,0,0,5.3,7.9
470,Armel Traoré,22,LAL,SF,9,0,67,3.2,10.2,0.314,0,3.8,0,3.2,6.4,0.5,0.314,1.1,3.8,0.289,1.1,7,8.1,0.5,2.1,1.1,1.6,3.2,7.5
471,Kylor Kelley,27,DAL,C,8,1,67,5.4,7,0.771,0,0,0,5.4,7,0.771,0.771,2.1,3.2,0.656,4.3,7,11.3,1.1,0,1.1,0.5,4.3,12.9
472,Garrett Temple,38,TOR,SG,17,0,66,1.6,8.2,0.195,0.5,3.8,0.132,1.1,4.4,0.25,0.226,2.2,2.2,1,1.1,4.4,5.5,6,3.3,1.1,2.2,3.8,6
473,Chris Livingston,21,MIL,SF,13,1,66,2.7,7.6,0.355,0,2.7,0,2.7,4.9,0.551,0.355,2.7,4.4,0.614,3.8,8.2,12,1.1,2.2,0,2.7,2.7,8.2
474,Stanley Umude,25,MIL,SG,20,0,65,2.2,12.7,0.173,1.1,7.2,0.153,1.1,5.5,0.2,0.217,1.1,2.2,0.5,2.2,6.1,8.3,1.7,1.7,1.7,1.1,3.3,6.6
475,Yuki Kawamura,23,MEM,PG,20,0,63,4.6,12.6,0.365,2.3,9.1,0.253,2.3,3.4,0.676,0.456,2.3,3.4,0.676,0,4,4,8,0.6,0,2.3,4,13.7
476,Markelle Fultz,26,SAC,PG,6,0,62,6.4,12.2,0.525,0.6,1.2,0.5,5.8,11,0.527,0.549,0.6,0.6,1,0.6,2.9,3.5,4.1,2.3,0.6,5.8,2.3,13.9
477,Markieff Morris,35,2TM,PF,10,0,61,4.7,18.9,0.249,3,11.8,0.254,1.8,7.1,0.254,0.328,1.2,1.2,1,0,5.3,5.3,4.1,0.6,0.6,1.8,3,13.6
477,Markieff Morris,35,DAL,PF,7,0,41,4.4,19.3,0.228,1.8,11.4,0.158,2.6,7.9,0.329,0.275,0,0,0,0,7,7,3.5,0.9,0.9,1.8,1.8,10.5
477,Markieff Morris,35,LAL,PF,3,0,20,5.4,18,0.3,5.4,12.6,0.429,0,5.4,0,0.45,3.6,3.6,1,0,1.8,1.8,5.4,0,0,1.8,5.4,19.8
478,Dariq Whitehead,20,BRK,SF,10,0,59,7.9,16.5,0.479,7.3,14,0.521,0.6,2.4,0.25,0.7,0.6,1.8,0.333,0.6,3.1,3.7,0.6,1.8,0.6,3.7,1.2,23.8
479,Sidy Cissoko,20,2TM,SF,19,0,59,5.5,11,0.5,1.8,4.3,0.419,3.7,6.7,0.552,0.582,0.6,3.7,0.162,1.8,4.3,6.1,3.7,0.6,0,1.8,4.3,13.4
479,Sidy Cissoko,20,SAS,SF,17,0,54,6,12,0.5,2,4.7,0.426,4,7.3,0.548,0.583,0.7,4,0.175,2,4.7,6.7,4,0.7,0,1.3,4,14.7
479,Sidy Cissoko,20,POR,SF,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.2,0
480,Jazian Gortman,21,DAL,PG,16,0,57,5.7,14.5,0.393,2.5,6.9,0.362,3.2,7.6,0.421,0.479,1.3,2.5,0.52,0.6,2.5,3.2,3.8,1.3,0.6,3.2,5.7,15.2
481,Liam Robbins,25,MIL,C,13,0,57,1.3,5.1,0.255,0,1.3,0,1.3,3.8,0.342,0.255,3.2,6.3,0.508,4.4,3.2,7.6,1.3,1.3,1.3,3.8,5.7,5.7
482,Keshad Johnson,23,MIA,SF,10,0,57,4.4,7.6,0.579,0.6,2.5,0.24,3.8,5.1,0.745,0.618,0.6,3.8,0.158,1.3,9.5,10.7,1.9,0.6,2.5,1.9,3.2,10.1
483,A.J. Lawson,24,TOR,SG,7,0,57,5.7,10.1,0.564,3.2,5.7,0.561,2.5,4.4,0.568,0.723,0.6,1.9,0.316,0.6,3.2,3.8,0.6,0,1.3,0.6,3.2,15.2
484,Luke Travers,23,CLE,SG,9,0,55,2,7.2,0.278,0,2.6,0,2,4.6,0.435,0.278,1.3,1.3,1,3.3,4.6,7.9,3.3,0.7,0.7,3.3,2.6,5.2
485,Mitchell Robinson,26,NYK,C,4,1,54,6,9.3,0.645,0,0,0,6,9.3,0.645,0.645,2,2,1,6,4.7,10.7,0.7,0.7,0.7,0.7,3.3,14
486,Kevin Knox,25,GSW,SF,7,0,51,7.8,16.9,0.462,2.1,7.8,0.269,5.6,9.2,0.609,0.524,2.1,2.8,0.75,4.2,3.5,7.8,2.8,0.7,2.8,0.7,3.5,19.8
487,Maxwell Lewis,22,2TM,SF,13,0,51,2.8,9.2,0.304,1.4,2.8,0.5,1.4,6.4,0.219,0.38,0,0,0,2.1,4.9,7.1,2.1,0.7,0,2.1,2.1,7.1
487,Maxwell Lewis,22,LAL,SF,7,0,29,2.5,7.4,0.338,0,0,0,2.5,7.4,0.338,0.338,0,0,0,2.5,0,2.5,2.5,1.2,0,2.5,1.2,5
487,Maxwell Lewis,22,BRK,SF,6,0,22,3.3,11.5,0.287,3.3,6.5,0.508,0,4.9,0,0.43,0,0,0,1.6,11.5,13.1,1.6,0,0,1.6,3.3,9.8
488,Jacob Toppin,24,NYK,SF,16,0,49,2.2,7.3,0.301,0,1.5,0,2.2,5.9,0.373,0.301,0,0,0,1.5,6.6,8.1,2.9,1.5,0,1.5,2.2,4.4
489,PJ Hall,22,DEN,C,15,0,46,4.7,11,0.427,0,3.9,0,4.7,7,0.671,0.427,2.3,3.1,0.742,3.1,9.4,12.5,2.3,0,1.6,1.6,4.7,11.7
490,Colin Castleton,24,MEM,C,10,0,46,1.6,7.8,0.205,0,3.1,0,1.6,4.7,0.34,0.205,7.8,8.6,0.907,2.3,4.7,7,0,0.8,0.8,0.8,4.7,11
491,Jackson Rowe,28,GSW,PF,5,0,43,5,12.6,0.397,1.7,7.5,0.227,3.3,5,0.66,0.464,1.7,3.3,0.515,0,6.7,6.7,2.5,2.5,0,0.8,3.3,13.4
492,JT Thor,22,CLE,PF,9,0,42,7.7,12.9,0.597,2.6,5.1,0.51,5.1,7.7,0.662,0.698,6,6.9,0.87,2.6,2.6,5.1,0.9,1.7,2.6,5.1,5.1,24
493,JD Davison,22,BOS,PG,9,0,39,2.8,8.3,0.337,1.8,5.5,0.327,0.9,2.8,0.321,0.446,3.7,4.6,0.804,0,2.8,2.8,2.8,1.8,0,5.5,0.9,11.1
494,PJ Dozier,28,MIN,SG,9,0,35,2.1,3.1,0.677,2.1,3.1,0.677,0,0,0,1.016,1,6.2,0.161,1,4.1,5.1,5.1,1,0,1,3.1,7.2
495,Mason Jones,26,SAC,SG,7,0,35,9.3,16.5,0.564,1,6.2,0.161,8.2,10.3,0.796,0.594,2.1,3.1,0.677,2.1,6.2,8.2,10.3,0,0,1,3.1,21.6
